qualifyId;raceId;driverId;constructorId;number;position;q1;q2;q3
3375;339;3;131;4;2;1:52.560;1:47.417;1:50.673
3376;339;20;9;5;3;1:47.632;1:46.828;1:50.789
3377;339;16;10;14;4;1:49.479;1:47.085;1:50.914
3378;339;807;3;10;5;1:49.664;1:47.346;1:51.001
3379;339;9;4;11;6;1:46.283;1:46.951;1:51.051
3380;339;22;3;9;7;1:50.301;1:48.371;1:51.511
3381;339;30;131;3;8;1:52.239;1:48.400;1:51.717
3382;339;155;15;23;9;1:48.467;1:47.792;1:51.767
3383;339;24;10;15;10;1:49.922;1:48.238;1:52.254
3384;339;808;4;12;11;1:47.952;1:48.760;\N
3385;339;37;15;22;12;1:47.153;1:48.771;\N
3386;339;67;5;16;13;1:48.945;1:49.207;\N
3387;339;153;5;17;14;1:48.655;1:49.464;\N
3388;339;5;205;19;15;1:52.875;1:52.270;\N
3389;339;10;166;24;16;1:52.398;1:52.520;\N
3390;339;18;1;1;17;1:52.211;\N;\N
3391;339;15;205;18;18;1:52.884;\N;\N
3392;339;4;6;8;19;1:53.044;\N;\N
3393;339;1;1;2;20;1:53.050;\N;\N
3394;339;13;6;7;21;1:53.283;\N;\N
3395;339;812;164;20;22;1:56.299;\N;\N
3396;339;811;164;21;23;1:57.269;\N;\N
3397;339;810;166;25;24;1:59.977;\N;\N
3398;340;20;9;5;1;1:36.317;1:35.280;1:34.558
3399;340;17;9;6;2;1:35.978;1:35.100;1:34.808
3400;340;4;6;8;3;1:35.987;1:35.235;1:34.913
3401;340;3;131;4;4;1:35.952;1:35.134;1:34.923
3402;340;18;1;1;5;1:36.122;1:35.443;1:34.979
3403;340;1;1;2;6;1:35.641;1:34.928;1:35.034
3404;340;13;6;7;7;1:36.076;1:35.290;1:35.180
3405;340;9;4;11;8;1:36.348;1:35.550;1:35.364
3406;340;30;131;3;9;1:36.484;1:35.715;1:35.646
3407;340;16;10;14;10;1:36.671;1:35.665;1:35.963
3408;340;22;3;9;11;1:36.664;1:35.748;\N
3409;340;153;5;17;12;1:36.618;1:36.047;\N
3410;340;67;5;16;13;1:36.793;1:36.149;\N
3411;340;808;4;12;14;1:37.031;1:36.311;\N
3412;340;155;15;23;15;1:37.044;1:36.422;\N
3413;340;807;3;10;16;1:37.049;1:36.647;\N
3414;340;37;15;22;17;1:37.050;1:37.020;\N
3415;340;24;10;15;18;1:37.161;\N;\N
3416;340;10;166;24;19;1:39.278;\N;\N
3417;340;15;205;18;20;1:39.399;\N;\N
3418;340;5;205;19;21;1:39.520;\N;\N
3419;340;810;166;25;22;1:39.783;\N;\N
3420;340;811;164;21;23;1:40.469;\N;\N
3421;340;812;164;20;24;1:40.578;\N;\N
3422;341;17;9;6;1;1:21.412;1:20.655;1:19.995
3423;341;20;9;5;2;1:21.680;1:20.772;1:20.101
3424;341;1;1;2;3;1:21.723;1:21.415;1:20.829
3425;341;4;6;8;4;1:21.957;1:21.549;1:20.937
3426;341;18;1;1;5;1:21.915;1:21.168;1:20.991
3427;341;30;131;3;6;1:22.528;1:21.557;1:21.294
3428;341;9;4;11;7;1:22.488;1:21.599;1:21.353
3429;341;3;131;4;8;1:22.419;1:21.867;1:21.408
3430;341;13;6;7;9;1:22.564;1:21.841;1:21.585
3431;341;155;15;23;10;1:22.577;1:21.725;1:21.984
3432;341;16;10;14;11;1:22.628;1:21.985;\N
3433;341;37;15;22;12;1:22.211;1:22.026;\N
3434;341;807;3;10;13;1:22.857;1:22.131;\N
3435;341;808;4;12;14;1:22.976;1:22.139;\N
3436;341;67;5;16;15;1:22.699;1:22.191;\N
3437;341;153;5;17;16;1:22.593;1:22.207;\N
3438;341;24;10;15;17;1:23.084;1:22.854;\N
3439;341;22;3;9;18;1:23.125;\N;\N
3440;341;15;205;18;19;1:24.674;\N;\N
3441;341;5;205;19;20;1:24.748;\N;\N
3442;341;10;166;24;21;1:25.475;\N;\N
3443;341;810;166;25;22;1:25.556;\N;\N
3444;341;812;164;20;23;1:26.750;\N;\N
3445;341;811;164;21;24;1:27.122;\N;\N
3446;342;17;9;6;1;1:15.035;1:14.462;1:13.826
3447;342;9;4;11;2;1:15.045;1:14.549;1:14.120
3448;342;20;9;5;3;1:15.110;1:14.568;1:14.227
3449;342;13;6;7;4;1:14.757;1:14.405;1:14.283
3450;342;1;1;2;5;1:15.676;1:14.527;1:14.432
3451;342;3;131;4;6;1:15.188;1:14.375;1:14.544
3452;342;30;131;3;7;1:15.649;1:14.691;1:14.590
3453;342;18;1;1;8;1:15.623;1:15.150;1:14.637
3454;342;22;3;9;9;1:15.590;1:15.083;1:14.901
3455;342;24;10;15;10;1:15.397;1:15.061;1:15.170
3456;342;807;3;10;11;1:16.030;1:15.317;\N
3457;342;16;10;14;12;1:15.445;1:15.318;\N
3458;342;67;5;16;13;1:15.961;1:15.413;\N
3459;342;808;4;12;14;1:15.482;1:15.576;\N
3460;342;37;15;22;15;1:15.908;1:15.692;\N
3461;342;155;15;23;16;1:16.175;1:15.992;\N
3462;342;153;5;17;17;1:16.021;1:16.176;\N
3463;342;5;205;19;18;1:17.094;\N;\N
3464;342;15;205;18;19;1:17.134;\N;\N
3465;342;10;166;24;20;1:17.377;\N;\N
3466;342;810;166;25;21;1:17.864;\N;\N
3467;342;811;164;21;22;1:18.509;\N;\N
3468;342;812;164;20;23;1:19.559;\N;\N
3469;342;4;6;8;24;\N;\N;\N
3470;343;17;9;6;1;1:27.500;1:26.818;1:26.295
3471;343;1;1;2;2;1:27.667;1:27.013;1:26.433
3472;343;20;9;5;3;1:27.067;1:26.729;1:26.760
3473;343;18;1;1;4;1:27.555;1:27.277;1:26.781
3474;343;30;131;3;5;1:27.756;1:27.438;1:26.857
3475;343;3;131;4;6;1:27.649;1:27.141;1:26.952
3476;343;9;4;11;7;1:27.766;1:27.426;1:27.039
3477;343;13;6;7;8;1:27.993;1:27.200;1:27.082
3478;343;808;4;12;9;1:27.620;1:27.387;1:27.430
3479;343;155;15;23;10;1:28.158;1:27.434;1:28.122
3480;343;16;10;14;11;1:27.951;1:27.525;\N
3481;343;4;6;8;12;1:27.857;1:27.612;\N
3482;343;37;15;22;13;1:28.147;1:27.879;\N
3483;343;67;5;16;14;1:28.534;1:28.273;\N
3484;343;22;3;9;15;1:28.336;1:28.392;\N
3485;343;153;5;17;16;1:28.460;1:28.540;\N
3486;343;807;3;10;17;1:28.227;1:28.841;\N
3487;343;24;10;15;18;1:28.958;\N;\N
3488;343;15;205;18;19;1:30.237;\N;\N
3489;343;5;205;19;20;1:30.519;\N;\N
3490;343;10;166;24;21;1:30.744;\N;\N
3491;343;811;164;21;22;1:31.266;\N;\N
3492;343;810;166;25;23;1:31.989;\N;\N
3493;343;812;164;20;24;1:32.060;\N;\N
3494;344;1;1;2;1;1:15.889;1:15.528;1:15.105
3495;344;17;9;6;2;1:16.423;1:15.692;1:15.373
3496;344;20;9;5;3;1:16.129;1:15.556;1:15.420
3497;344;4;6;8;4;1:16.171;1:15.597;1:15.435
3498;344;18;1;1;5;1:16.371;1:15.742;1:15.520
3499;344;24;10;15;6;1:17.086;1:16.171;1:15.648
3500;344;13;6;7;7;1:16.673;1:16.314;1:15.688
3501;344;9;4;11;8;1:16.370;1:15.682;1:15.715
3502;344;16;10;14;9;1:16.495;1:16.295;1:15.881
3503;344;3;131;4;10;1:16.350;1:16.001;1:16.071
3504;344;22;3;9;11;1:16.880;1:16.434;\N
3505;344;807;3;10;12;1:16.770;1:16.438;\N
3506;344;30;131;3;13;1:16.598;1:16.492;\N
3507;344;808;4;12;14;1:16.569;1:16.844;\N
3508;344;67;5;16;15;1:17.356;1:16.928;\N
3509;344;153;5;17;16;1:17.027;1:17.029;\N
3510;344;37;15;22;17;1:17.611;1:17.384;\N
3511;344;155;15;23;18;1:18.019;\N;\N
3512;344;5;205;19;19;1:18.237;\N;\N
3513;344;15;205;18;20;1:18.698;\N;\N
3514;344;10;166;24;21;1:18.941;\N;\N
3515;344;811;164;21;22;1:19.484;\N;\N
3516;344;810;166;25;23;1:19.675;\N;\N
3517;344;812;164;20;24;1:27.757;\N;\N
3518;345;20;9;5;1;1:38.324;1:38.015;1:37.587
3519;345;17;9;6;2;1:38.549;1:38.041;1:37.662
3520;345;1;1;2;3;1:38.697;1:38.158;1:37.969
3521;345;4;6;8;4;1:38.472;1:38.179;1:38.075
3522;345;13;6;7;5;1:38.657;1:38.046;1:38.127
3523;345;9;4;11;6;1:38.132;1:38.062;1:38.137
3524;345;18;1;1;7;1:38.360;1:38.399;1:38.210
3525;345;807;3;10;8;1:38.843;1:38.523;1:38.428
3526;345;22;3;9;9;1:38.449;1:38.326;1:38.428
3527;345;808;4;12;10;1:39.004;1:38.552;1:38.523
3528;345;67;5;16;11;1:39.096;1:38.586;\N
3529;345;3;131;4;12;1:38.752;1:38.627;\N
3530;345;16;10;14;13;1:39.021;1:38.851;\N
3531;345;24;10;15;14;1:38.969;1:38.884;\N
3532;345;30;131;3;15;1:38.994;1:39.234;\N
3533;345;37;15;22;16;1:39.003;1:39.264;\N
3534;345;153;5;17;17;1:39.128;1:39.458;\N
3535;345;155;15;23;18;1:39.343;\N;\N
3536;345;15;205;18;19;1:40.658;\N;\N
3537;345;5;205;19;20;1:40.882;\N;\N
3538;345;810;166;25;21;1:42.086;\N;\N
3539;345;10;166;24;22;1:42.140;\N;\N
3540;345;812;164;20;23;1:42.600;\N;\N
3541;345;811;164;21;24;1:42.851;\N;\N
3542;346;20;9;5;1;1:30.841;1:30.480;1:29.615
3543;346;17;9;6;2;1:30.858;1:30.114;1:29.758
3544;346;4;6;8;3;1:30.997;1:30.700;1:30.426
3545;346;1;1;2;4;1:31.297;1:31.118;1:30.556
3546;346;3;131;4;5;1:31.626;1:31.085;1:30.625
3547;346;9;4;11;6;1:31.680;1:31.344;1:31.040
3548;346;13;6;7;7;1:31.313;1:31.010;1:31.172
3549;346;22;3;9;8;1:31.424;1:31.126;1:31.175
3550;346;37;15;22;9;1:31.533;1:31.327;1:31.274
3551;346;30;131;3;10;1:32.058;1:31.022;1:31.430
3552;346;16;10;14;11;1:31.109;1:31.399;\N
3553;346;155;15;23;12;1:31.851;1:31.421;\N
3554;346;807;3;10;13;1:32.144;1:31.635;\N
3555;346;18;1;1;14;1:31.435;1:31.699;\N
3556;346;24;10;15;15;1:32.226;1:31.708;\N
3557;346;808;4;12;16;1:31.638;1:31.796;\N
3558;346;67;5;16;17;1:31.901;1:32.012;\N
3559;346;153;5;17;18;1:32.430;\N;\N
3560;346;5;205;19;19;1:34.405;\N;\N
3561;346;10;166;24;20;1:34.775;\N;\N
3562;346;15;205;18;21;1:34.864;\N;\N
3563;346;810;166;25;22;1:35.212;\N;\N
3564;346;812;164;20;23;1:36.576;\N;\N
3565;346;29;164;21;24;1:36.968;\N;\N
3566;347;20;9;5;1;1:15.152;1:14.249;1:13.791
3567;347;4;6;8;2;1:14.808;1:14.081;1:13.793
3568;347;13;6;7;3;1:15.216;1:14.478;1:14.290
3569;347;17;9;6;4;1:15.334;1:14.340;1:14.347
3570;347;18;1;1;5;1:15.823;1:14.716;1:14.427
3571;347;1;1;2;6;1:15.505;1:14.488;1:14.566
3572;347;9;4;11;7;1:15.736;1:14.835;1:15.079
3573;347;22;3;9;8;1:16.398;1:14.698;1:15.109
3574;347;3;131;4;9;1:16.178;1:15.018;1:15.179
3575;347;807;3;10;10;1:16.387;1:14.943;1:15.339
3576;347;30;131;3;11;1:16.084;1:15.026;\N
3577;347;155;15;23;12;1:15.951;1:15.084;\N
3578;347;808;4;12;13;1:16.521;1:15.307;\N
3579;347;16;10;14;14;1:16.220;1:15.467;\N
3580;347;37;15;22;15;1:16.450;1:15.550;\N
3581;347;153;5;17;16;1:16.664;1:15.588;\N
3582;347;67;5;16;17;1:16.029;1:15.974;\N
3583;347;15;205;18;18;1:17.583;\N;\N
3584;347;5;205;19;19;1:18.300;\N;\N
3585;347;10;166;24;20;1:18.343;\N;\N
3586;347;811;164;21;21;1:18.592;\N;\N
3587;347;24;10;15;22;1:18.952;\N;\N
3588;347;29;164;20;23;1:19.844;\N;\N
3589;347;810;166;25;24;\N;\N;\N
3590;348;20;9;5;1;1:20.417;1:19.573;1:18.773
3591;348;17;9;6;2;1:21.132;1:19.531;1:19.184
3592;348;4;6;8;3;1:21.278;1:20.237;1:19.987
3593;348;13;6;7;4;1:21.299;1:20.857;1:20.331
3594;348;1;1;2;5;1:21.455;1:20.877;1:20.499
3595;348;3;131;4;6;1:21.212;1:20.811;1:21.082
3596;348;808;4;12;7;1:21.558;1:20.797;1:21.229
3597;348;9;4;11;8;1:21.159;1:20.867;1:21.328
3598;348;37;15;22;9;1:21.891;1:21.273;1:21.411
3599;348;807;3;10;10;1:21.598;1:21.275;1:21.710
3600;348;18;1;1;11;1:21.422;1:21.292;\N
3601;348;22;3;9;12;1:21.478;1:21.331;\N
3602;348;16;10;14;13;1:22.080;1:21.517;\N
3603;348;30;131;3;14;1:21.840;1:21.630;\N
3604;348;67;5;16;15;1:21.982;1:21.897;\N
3605;348;24;10;15;16;1:21.789;1:21.927;\N
3606;348;153;5;17;17;1:21.978;1:21.998;\N
3607;348;155;15;23;18;1:22.222;\N;\N
3608;348;10;166;24;19;1:24.050;\N;\N
3609;348;5;205;19;20;1:24.120;\N;\N
3610;348;15;205;18;21;1:24.199;\N;\N
3611;348;810;166;25;22;1:25.118;\N;\N
3612;348;811;164;21;23;1:26.391;\N;\N
3613;348;29;164;20;24;1:26.453;\N;\N
3614;349;17;9;6;1;1:57.352;1:47.253;1:45.778
3615;349;1;1;2;2;1:56.706;1:46.211;1:45.863
3616;349;9;4;11;3;1:56.041;1:47.320;1:46.100
3617;349;20;9;5;4;1:58.487;1:47.245;1:46.127
3618;349;18;1;1;5;1:57.981;1:46.790;1:46.206
3619;349;13;6;7;6;1:58.323;1:47.322;1:46.314
3620;349;22;3;9;7;1:55.757;1:47.797;1:46.602
3621;349;16;10;14;8;1:58.730;1:47.292;1:46.659
3622;349;807;3;10;9;1:55.442;1:47.821;1:47.053
3623;349;4;6;8;10;1:57.023;1:47.544;1:47.441
3624;349;30;131;3;11;1:56.313;1:47.874;\N
3625;349;3;131;4;12;1:54.826;1:47.885;\N
3626;349;153;5;17;13;1:58.944;1:48.267;\N
3627;349;24;10;15;14;2:01.102;1:48.680;\N
3628;349;67;5;16;15;2:00.386;1:49.209;\N
3629;349;5;205;19;16;2:01.343;1:50.980;\N
3630;349;10;166;24;17;2:01.316;1:52.049;\N
3631;349;15;205;18;18;2:01.491;\N;\N
3632;349;155;15;23;19;2:02.284;\N;\N
3633;349;811;164;21;20;2:03.612;\N;\N
3634;349;29;164;20;21;2:03.941;\N;\N
3635;349;37;15;22;22;2:05.294;\N;\N
3636;349;810;166;25;23;2:18.754;\N;\N
3637;349;808;4;12;24;\N;\N;\N
3638;350;4;6;8;1;1:22.646;1:22.297;1:21.962
3639;350;18;1;1;2;1:23.085;1:22.354;1:22.084
3640;350;13;6;7;3;1:22.421;1:22.610;1:22.293
3641;350;17;9;6;4;1:23.431;1:22.706;1:22.433
3642;350;1;1;2;5;1:22.830;1:22.394;1:22.623
3643;350;20;9;5;6;1:23.235;1:22.701;1:22.675
3644;350;3;131;4;7;1:23.529;1:23.055;1:23.027
3645;350;807;3;10;8;1:23.516;1:22.989;1:23.037
3646;350;9;4;11;9;1:23.234;1:22.880;1:23.039
3647;350;22;3;9;10;1:23.695;1:23.142;1:23.328
3648;350;16;10;14;11;1:23.493;1:23.199;\N
3649;350;30;131;3;12;1:23.840;1:23.388;\N
3650;350;155;15;23;13;1:24.273;1:23.659;\N
3651;350;67;5;16;14;1:23.744;1:23.681;\N
3652;350;808;4;12;15;1:24.086;1:23.819;\N
3653;350;153;5;17;16;1:24.083;1:23.919;\N
3654;350;37;15;22;17;1:24.442;1:24.044;\N
3655;350;15;205;18;18;1:25.540;\N;\N
3656;350;5;205;19;19;1:25.742;\N;\N
3657;350;24;10;15;20;1:25.774;\N;\N
3658;350;10;166;24;21;1:25.934;\N;\N
3659;350;810;166;25;22;1:25.974;\N;\N
3660;350;811;164;21;23;1:26.847;\N;\N
3661;350;29;164;20;24;1:27.020;\N;\N
3662;351;4;6;8;1;1:46.541;1:45.809;1:45.390
3663;351;20;9;5;2;1:46.960;1:45.561;1:45.457
3664;351;1;1;2;3;1:48.296;1:46.042;1:45.571
3665;351;18;1;1;4;1:48.032;1:46.490;1:45.944
3666;351;17;9;6;5;1:47.088;1:45.908;1:45.977
3667;351;22;3;9;6;1:48.183;1:47.019;1:46.236
3668;351;3;131;4;7;1:48.554;1:46.783;1:46.443
3669;351;9;4;11;8;1:47.657;1:46.949;1:46.593
3670;351;30;131;3;9;1:48.425;1:47.160;1:46.702
3671;351;155;15;23;10;1:48.908;1:47.559;1:47.884
3672;351;153;5;17;11;1:48.127;1:47.666;\N
3673;351;807;3;10;12;1:47.984;1:47.674;\N
3674;351;808;4;12;13;1:48.906;1:48.165;\N
3675;351;67;5;16;14;1:49.063;1:48.502;\N
3676;351;2;15;22;15;1:48.696;1:48.557;\N
3677;351;16;10;14;16;1:48.496;1:48.899;\N
3678;351;24;10;15;17;1:48.988;1:48.961;\N
3679;351;10;166;24;18;1:50.271;\N;\N
3680;351;5;205;19;19;1:50.915;\N;\N
3681;351;810;166;25;20;1:51.107;\N;\N
3682;351;15;205;18;21;1:51.641;\N;\N
3683;351;32;164;20;22;1:52.946;\N;\N
3684;351;811;164;21;23;1:54.174;\N;\N
3685;351;13;6;7;24;\N;\N;\N
3686;352;20;9;5;1;1:32.035;1:31.184;1:30.785
3687;352;17;9;6;2;1:32.476;1:31.241;1:30.853
3688;352;1;1;2;3;1:32.809;1:31.523;1:31.169
3689;352;9;4;11;4;1:32.808;1:32.042;1:31.231
3690;352;4;6;8;5;1:32.555;1:31.819;1:31.352
3691;352;18;1;1;6;1:32.636;1:31.763;1:31.378
3692;352;3;131;4;7;1:32.238;1:31.886;1:31.494
3693;352;22;3;9;8;1:32.361;1:31.874;1:31.535
3694;352;807;3;10;9;1:32.211;1:31.926;1:31.559
3695;352;30;131;3;10;1:32.513;1:32.073;1:31.846
3696;352;2;15;22;11;1:33.011;1:32.187;\N
3697;352;13;6;7;12;1:32.721;1:32.321;\N
3698;352;808;4;12;13;1:32.849;1:32.422;\N
3699;352;155;15;23;14;1:32.783;1:32.427;\N
3700;352;16;10;14;15;1:33.186;1:32.659;\N
3701;352;153;5;17;16;1:33.471;1:33.071;\N
3702;352;24;10;15;17;1:33.216;1:33.154;\N
3703;352;67;5;16;18;1:33.568;\N;\N
3704;352;15;205;18;19;1:35.346;\N;\N
3705;352;5;205;19;20;1:35.464;\N;\N
3706;352;810;166;25;21;1:36.265;\N;\N
3707;352;10;166;24;22;1:36.332;\N;\N
3708;352;811;164;21;23;1:37.270;\N;\N
3709;352;29;164;20;24;1:37.365;\N;\N
3710;353;20;9;5;1;1:37.123;1:36.074;1:35.585
3711;353;17;9;6;2;1:37.373;1:36.039;1:35.659
3712;353;4;6;8;3;1:37.144;1:36.287;1:35.766
3713;353;1;1;2;4;1:37.113;1:36.197;1:36.062
3714;353;3;131;4;5;1:37.708;1:36.791;1:36.535
3715;353;13;6;7;6;1:37.515;1:36.169;1:36.571
3716;353;18;1;1;7;1:38.123;1:37.064;1:36.731
3717;353;9;4;11;8;1:37.703;1:37.179;1:36.824
3718;353;30;131;3;9;1:37.980;1:37.077;1:36.950
3719;353;22;3;9;10;1:38.257;1:37.511;1:36.998
3720;353;807;3;10;11;1:38.115;1:37.620;\N
3721;353;155;15;23;12;1:38.429;1:37.643;\N
3722;353;2;15;22;13;1:38.171;1:37.715;\N
3723;353;16;10;14;14;1:38.572;1:37.783;\N
3724;353;808;4;12;15;1:38.174;1:37.799;\N
3725;353;153;5;17;16;1:38.583;1:37.853;\N
3726;353;67;5;16;17;1:38.621;1:38.594;\N
3727;353;24;10;15;18;1:38.955;\N;\N
3728;353;15;205;18;19;1:40.521;\N;\N
3729;353;10;166;24;20;1:40.748;\N;\N
3730;353;5;205;19;21;1:41.768;\N;\N
3731;353;810;166;25;22;1:42.325;\N;\N
3732;353;29;164;20;23;1:42.444;\N;\N
3733;353;811;164;21;24;1:43.283;\N;\N
3734;354;807;3;10;1;1:20.050;1:19.144;1:14.470
3735;354;20;9;5;2;1:19.160;1:18.691;1:15.519
3736;354;17;9;6;3;1:19.025;1:18.516;1:15.637
3737;354;1;1;2;4;1:19.931;1:18.921;1:15.747
3738;354;4;6;8;5;1:18.987;1:19.010;1:15.989
3739;354;22;3;9;6;1:19.799;1:18.925;1:16.203
3740;354;9;4;11;7;1:19.249;1:18.877;1:16.552
3741;354;30;131;3;8;1:19.879;1:18.923;1:16.925
3742;354;13;6;7;9;1:19.778;1:19.200;1:17.101
3743;354;808;4;12;10;1:20.189;1:19.153;1:17.656
3744;354;18;1;1;11;1:19.905;1:19.288;\N
3745;354;155;15;23;12;1:19.741;1:19.385;\N
3746;354;3;131;4;13;1:20.153;1:19.486;\N
3747;354;153;5;17;14;1:20.158;1:19.581;\N
3748;354;67;5;16;15;1:20.096;1:19.847;\N
3749;354;2;15;22;16;1:20.174;1:19.899;\N
3750;354;24;10;15;17;1:20.592;1:20.357;\N
3751;354;16;10;14;18;1:20.830;\N;\N
3752;354;10;166;24;19;1:22.130;\N;\N
3753;354;15;205;18;20;1:22.250;\N;\N
3754;354;5;205;19;21;1:22.378;\N;\N
3755;354;810;166;25;22;1:22.810;\N;\N
3756;354;32;164;20;23;1:23.083;\N;\N
3757;354;811;164;21;24;1:23.796;\N;\N
3758;355;20;9;5;1;1:40.318;1:39.874;1:39.394
3759;355;1;1;2;2;1:40.335;1:40.119;1:39.425
3760;355;4;6;8;3;1:40.170;1:40.311;1:39.792
3761;355;18;1;1;4;1:40.877;1:40.014;1:39.823
3762;355;17;9;6;5;1:40.690;1:40.074;1:39.925
3763;355;13;6;7;6;1:40.942;1:40.323;1:40.202
3764;355;22;3;9;7;1:40.904;1:40.476;1:40.203
3765;355;30;131;3;8;1:41.222;1:40.452;1:40.516
3766;355;3;131;4;9;1:40.231;1:40.060;1:40.589
3767;355;808;4;12;10;1:41.018;1:40.658;1:40.901
3768;355;9;4;11;11;1:41.336;1:40.780;\N
3769;355;155;15;23;12;1:41.045;1:40.783;\N
3770;355;16;10;14;13;1:41.473;1:40.914;\N
3771;355;2;15;22;14;1:41.409;1:41.113;\N
3772;355;807;3;10;15;1:41.015;1:41.418;\N
3773;355;24;10;15;16;1:41.681;1:41.642;\N
3774;355;153;5;17;17;1:41.707;1:41.738;\N
3775;355;67;5;16;18;1:41.824;\N;\N
3776;355;15;205;18;19;1:43.516;\N;\N
3777;355;5;205;19;20;1:43.712;\N;\N
3778;355;10;166;24;21;1:44.095;\N;\N
3779;355;810;166;25;22;1:44.510;\N;\N
3780;355;811;164;21;23;1:45.085;\N;\N
3781;355;32;164;20;24;1:45.296;\N;\N
3782;108;30;6;1;1;1:27.173;\N;\N
3783;108;22;6;2;2;1:27.418;\N;\N
3784;108;31;3;3;3;1:28.101;\N;\N
3785;108;49;15;10;4;1:28.274;\N;\N
3786;108;44;7;20;5;1:28.288;\N;\N
3787;108;35;16;16;6;1:28.420;\N;\N
3788;108;2;15;9;7;1:28.464;\N;\N
3789;108;18;16;17;8;1:28.682;\N;\N
3790;108;23;3;4;9;1:28.830;\N;\N
3791;108;4;4;8;10;1:28.928;\N;\N
3792;108;14;1;5;11;1:29.105;\N;\N
3793;108;15;4;7;12;1:29.136;\N;\N
3794;108;21;17;11;13;1:29.344;\N;\N
3795;108;17;19;14;14;1:29.367;\N;\N
3796;108;8;1;6;15;1:29.470;\N;\N
3797;108;43;7;21;16;1:29.538;\N;\N
3798;108;52;17;12;17;1:31.242;\N;\N
3799;108;42;19;15;18;1:31.723;\N;\N
3800;108;51;18;18;19;\N;\N;\N
3801;108;50;18;19;20;\N;\N;\N
3802;110;22;6;2;1;1:13.807;\N;\N
3803;110;14;1;5;2;1:13.818;\N;\N
3804;110;17;19;14;3;1:13.851;\N;\N
3805;110;8;1;6;4;1:13.866;\N;\N
3806;110;15;4;7;5;1:13.953;\N;\N
3807;110;23;3;4;6;1:14.124;\N;\N
3808;110;30;6;1;7;1:14.130;\N;\N
3809;110;21;17;11;8;1:14.191;\N;\N
3810;110;31;3;3;9;1:14.223;\N;\N
3811;110;4;4;8;10;1:14.384;\N;\N
3812;110;18;16;17;11;1:14.504;\N;\N
3813;110;2;15;9;12;1:14.631;\N;\N
3814;110;35;16;16;13;1:14.668;\N;\N
3815;110;49;15;10;14;1:14.839;\N;\N
3816;110;44;7;20;15;1:14.839;\N;\N
3817;110;52;17;12;16;1:15.240;\N;\N
3818;110;42;19;15;17;1:15.317;\N;\N
3819;110;43;7;21;18;1:15.641;\N;\N
3820;110;50;18;19;19;1:16.542;\N;\N
3821;110;51;18;18;20;1:16.586;\N;\N
3822;111;30;6;1;1;1:22.327;\N;\N
3823;111;23;3;4;2;1:22.341;\N;\N
3824;111;22;6;2;3;1:22.557;\N;\N
3825;111;31;3;3;4;1:22.789;\N;\N
3826;111;17;19;14;5;1:23.015;\N;\N
3827;111;8;1;6;6;1:23.148;\N;\N
3828;111;35;16;16;7;1:23.160;\N;\N
3829;111;4;4;8;8;1:23.169;\N;\N
3830;111;18;16;17;9;1:23.381;\N;\N
3831;111;44;7;20;10;1:23.460;\N;\N
3832;111;2;15;9;11;1:23.700;\N;\N
3833;111;14;1;5;12;1:23.818;\N;\N
3834;111;43;7;21;13;1:23.838;\N;\N
3835;111;49;15;10;14;1:23.932;\N;\N
3836;111;42;19;15;15;1:24.147;\N;\N
3837;111;15;4;7;16;1:24.190;\N;\N
3838;111;21;17;11;17;1:24.317;\N;\N
3839;111;51;18;18;18;1:25.826;\N;\N
3840;111;52;17;12;19;1:26.357;\N;\N
3841;111;50;18;19;20;\N;\N;\N
3842;112;30;6;1;1;1:17.762;\N;\N
3843;112;22;6;2;2;1:18.020;\N;\N
3844;112;4;4;8;3;1:18.233;\N;\N
3845;112;15;4;7;4;1:18.615;\N;\N
3846;112;18;16;17;5;1:18.704;\N;\N
3847;112;44;7;20;6;1:18.811;\N;\N
3848;112;23;3;4;7;1:19.006;\N;\N
3849;112;14;1;5;8;1:19.128;\N;\N
3850;112;31;3;3;9;1:19.377;\N;\N
3851;112;49;15;10;10;1:19.427;\N;\N
3852;112;35;16;16;11;1:19.563;\N;\N
3853;112;17;19;14;12;1:19.615;\N;\N
3854;112;43;7;21;13;1:19.623;\N;\N
3855;112;2;15;9;14;1:19.646;\N;\N
3856;112;52;17;12;15;1:20.215;\N;\N
3857;112;42;19;15;16;1:20.308;\N;\N
3858;112;21;17;11;17;1:20.976;\N;\N
3859;112;51;18;18;18;1:22.104;\N;\N
3860;112;50;18;19;19;1:22.237;\N;\N
3861;112;8;1;6;20;\N;\N;\N
3862;113;30;6;1;1;1:09.150;\N;\N
3863;113;8;1;6;2;1:09.189;\N;\N
3864;113;31;3;3;3;1:09.391;\N;\N
3865;113;2;15;9;4;1:09.725;\N;\N
3866;113;22;6;2;5;1:09.784;\N;\N
3867;113;15;4;7;6;1:09.890;\N;\N
3868;113;18;16;17;7;1:09.935;\N;\N
3869;113;42;19;15;8;1:10.045;\N;\N
3870;113;21;17;11;9;1:10.105;\N;\N
3871;113;23;3;4;10;1:10.279;\N;\N
3872;113;44;7;20;11;1:10.402;\N;\N
3873;113;35;16;16;12;1:10.618;\N;\N
3874;113;43;7;21;13;1:10.834;\N;\N
3875;113;14;1;5;14;1:10.893;\N;\N
3876;113;49;15;10;15;1:11.307;\N;\N
3877;113;52;17;12;16;1:11.505;\N;\N
3878;113;17;19;14;17;1:11.662;\N;\N
